"taux_endettement_cleaned";"anciennete_emploi_cleaned";"age_cleaned";"anciennete_bni_cleaned";"duree_pret_cleaned";"year";"salaire_mensuel_cleaned";"nb_salaires_cleaned";"statut_marita_cleaned_UNIQUEVAL";"nature_CAP_cleaned_UNIQUEVAL";"type_contrat_cleaned";"mensualite_cleaned";"code_DTX_cleaned_UNIQUEVAL";"categorie_employeur_cleaned_UNIQUEVAL";"scorePred"
32,713906435972;97;29;95;14;2017;170700;63;"concubinage";"cap";"cdi";55842,6382862042;0;"entreprise_privée_à_renseigner";91,44
32,86;21;32;18;24;2014;133817;18;"marie";"cap";"cdi";43972,2662;0;"entreprise_privée_connue";84,36
32,66;85;36;17;24;2012;104934;17;"marie";"cap_rechargeable";"cdi";34271,4444;0;"entreprise_privée_connue";91,64
32,69;171;37;13;24;2014;280000;12;"concubinage";"cap";"cdi";91532;0;"entreprise_privée_connue";95,19
32,71;100;29;3;31;2011;230000;2;"celibataire";"cap";"cdi";75233;0;"entreprise_privée_à_favoriser";92,4
32,96;8;25;4;24;2011;87277;1;"celibataire";"cap";"cdi";28766,4992;0;"entreprise_privée_connue";68,4
28,271238554293;35;36;28;15;2017;383009;21;"celibataire";"cap";"cdd";108281,388074412;0;"fonctionnaire";96,92
32,343022092451;125;39;51;48;2017;250207;45;"marie";"cap_rechargeable";"cdi";80924,5052868589;0;"entreprise_privée_connue";94,24
32,68;365;53;55;30;2012;485000;53;"marie";"cap_rechargeable";"cdi";158498;0;"fonctionnaire";96,17
32,9;53;34;26;24;2014;188016;25;"marie";"cap_rechargeable";"cdi";61857,264;0;"entreprise_privée_connue";88,23
32,66;150;44;12;48;2012;420000;12;"marie";"cap_rechargeable";"cdi";137172;0;"entreprise_privée_connue";94,61
32,92;93;28;27;24;2013;113800;27;"marie";"cap";"cdi";37462,96;1;"entreprise_privée_connue";88,9
32,67;134;33;33;24;2012;137000;32;"marie";"cap";"cdi";44757,9;0;"entreprise_privée_connue";91,52
32,87;75;32;70;18;2013;1126000;69;"marie";"cap_2";"cdi";370116,2;0;"fonctionnaire";97,95
32,83;23;32;19;24;2012;98729;19;"marie";"cap_rechargeable";"cdi";32412,7307;0;"entreprise_privée_connue";63
32,93;65;29;57;36;2013;450695;54;"marie";"cap_rechargeable";"cdi";148413,8635;0;"fonctionnaire";95,12
32,86;44;33;34;24;2014;191316;34;"marie";"cap_rechargeable";"cdi";62866,4376;0;"entreprise_privée_connue";86,41
32,78;203;40;14;24;2012;107600;13;"marie";"cap_rechargeable";"cdi";35271,28;0;"entreprise_privée_connue";90,08
32,92;47;25;24;36;2013;360000;23;"celibataire";"cap";"cdi";118512;0;"entreprise_privée_à_favoriser";95,37
32,6;66;39;120;36;2013;832600;120;"marie";"cap_rechargeable";"cdi";271427,6;0;"entreprise_privée_à_renseigner";97,76
31,93;114;45;17;12;2014;460000;17;"veuf(ve)";"cap";"cdi";146878;0;"entreprise_privée_connue";94,11
32,81;66;32;3;24;2011;110000;2;"marie";"cap";"cdi";36091;1;"entreprise_privée_connue";82,15
32,862536520696;60;46;97;26;2017;185376;52;"concubinage";"cap";"cdi";60919,2557006054;0;"entreprise_privée_à_renseigner";94,58
32,87;99;53;19;24;2012;140000;18;"marie";"cap_rechargeable";"cdi";46018;0;"entreprise_privée_connue";90,97
28,12;167;56;279;11;2011;423359;279;"marie";"cap";"cdi";119048,5508;0;"fonctionnaire";99,28
32,61;285;47;50;60;2013;600923;38;"veuf(ve)";"cap";"cdi";195960,9903;0;"fonctionnaire";97,92
32,56;126;28;19;24;2014;122700;19;"celibataire";"cap";"cdi";39951,12;0;"entreprise_privée_connue";91,05
32,47;16;29;10;60;2012;286696;7;"celibataire";"cap";"cdi";93090,1912;0;"fonctionnaire";96,54
31,15;16;26;45;24;2012;322942;2;"celibataire";"cap";"cdi";100596,433;0;"entreprise_privée_à_favoriser";91,7
32,64;93;43;43;12;2012;150000;43;"celibataire";"cap";"cdi";48960;0;"entreprise_privée_à_renseigner";89,63
20,97;84;41;42;60;2012;665777;28;"marie";"cap_rechargeable";"cdi";139613,4369;0;"fonctionnaire";98,39
19,96;57;36;57;24;2013;1977090,29;56;"marie";"cap";"cdi";394627,221884;0;"entreprise_privée_à_favoriser";96,31
32,97;28;39;20;24;2013;140052;20;"marie";"cap";"cdi";46175,1444;0;"entreprise_privée_connue";83,78
21,713657790687;25;29;40;36;2017;6e+05;16;"celibataire";"cap";"cdi";130281,946744122;0;"entreprise_privée_à_renseigner";94,59
33;63;35;14;60;2011;319107,4;12;"marie";"cap_rechargeable";"cdi";105305,442;0;"fonctionnaire";96,89
32,71;60;47;26;24;2012;107693,376;25;"celibataire";"cap_rechargeable";"cdi";35226,5032896;0;"entreprise_privée_à_renseigner";87,66
32,93;153;38;36;24;2012;123696,38;35;"marie";"cap_rechargeable";"cdi";40733,217934;0;"entreprise_privée_connue";94,39
31,317775659645;30;27;23;36;2017;520000;14;"marie";"cap_rechargeable";"cdi";162852,433430154;0;"entreprise_privée_à_renseigner";92,35
32,97;62;34;12;24;2014;424000;12;"celibataire";"cap";"cdi";139792,8;1;"entreprise_privée_à_renseigner";96,15
32,82;102;33;44;24;2013;217600;44;"marie";"cap_rechargeable";"cdi";71416,32;0;"entreprise_privée_connue";91,78
32,72;122;31;91;48;2013;320000;89;"marie";"cap";"cdi";104704;0;"entreprise_privée_connue";92,78
32,88;31;24;23;24;2013;186516,54;22;"marie";"cap";"cdi";61326,638352;0;"entreprise_privée_connue";89,57
32,96;11;26;2;24;2012;220000;2;"celibataire";"cap";"cdi";72512;0;"entreprise_privée_connue";67,64
32,34;389;61;198;18;2011;472846,6;7;"marie";"cap";"cdi";152918,59044;0;"fonctionnaire";99,37
22,17;120;45;2;24;2011;550000;2;"marie";"cap";"cdi";121935;0;"entreprise_privée_à_renseigner";95,47
32,86;53;27;32;9;2013;147000;32;"marie";"cap";"cdi";48304,2;1;"entreprise_privée_connue";87,15
32,94;77;30;27;48;2012;402900;27;"marie";"cap";"cdi";132715,26;0;"entreprise_privée_connue";92,48
25,48;271;44;26;24;2013;394000;26;"marie";"cap_rechargeable";"cdi";100391,2;0;"entreprise_privée_connue";94,8
32,69;87;26;69;24;2013;160000;68;"marie";"cap";"cdi";52304;0;"entreprise_privée_à_renseigner";94,29
25,15;89;24;56;24;2013;250000;55;"marie";"cap_rechargeable";"cdi";62875;0;"entreprise_privée_à_renseigner";93,02
32,850801985761;21;24;8;36;2017;205120;2;"celibataire";"cap";"cdi";67383,565033193;0;"entreprise_privée_connue";82,08
32,94;44;40;37;22;2013;392258;35;"celibataire";"cap_2";"cdd";129209,7852;0;"fonctionnaire";96,78
32,99;128;31;56;48;2014;220000;56;"marie";"cap_rechargeable";"cdi";72578;0;"entreprise_privée_connue";90,68
32,33;104;56;40;24;2012;113560;40;"marie";"cap_rechargeable";"cdi";36713,948;0;"entreprise_privée_à_renseigner";93,65
32,67;140;49;4;24;2012;133902;4;"marie";"cap";"cdi";43745,7834;0;"entreprise_privée_connue";89,77
32,62;17;31;18;43;2011;463046,94;16;"concubinage";"cap_rechargeable";"cdi";151045,911828;0;"entreprise_privée_à_favoriser";92,58
32,9;164;52;2;24;2012;299608;1;"marie";"cap";"cdi";98571,032;0;"entreprise_privée_à_renseigner";93,93
32,8;59;30;82;24;2012;774462;58;"marie";"cap";"cdi";254023,536;0;"entreprise_privée_connue";96,98
32,12;86;36;35;24;2013;138211;35;"concubinage";"cap";"cdi";44393,3732;0;"entreprise_privée_à_favoriser";92,51
30,37;43;39;5;24;2011;104800;2;"marie";"cap";"cdi";31827,76;0;"entreprise_privée_connue";79,54
32,86;218;49;71;48;2013;181913,64;70;"marie";"cap_rechargeable";"cdi";59776,822104;0;"entreprise_privée_à_favoriser";93,33
32,24;118;40;64;48;2014;706247;54;"marie";"cap";"cdi";227694,0328;0;"fonctionnaire";97,43
23,490803449632;37;39;36;24;2017;380000;30;"marie";"cap";"cdi";89265,0531086016;0;"entreprise_privée_connue";92
30,56;322;48;109;30;2013;285911;78;"marie";"cap_2";"cdi";87374,4016;0;"entreprise_privée_connue";96,8
32,27;55;30;42;24;2011;128092;42;"marie";"cap_rechargeable";"cdi";41335,2884;0;"entreprise_privée_connue";78,57
32,95;176;48;64;18;2013;112698;1387;"concubinage";"cap";"cdi";37133,991;0;"entreprise_privée_à_renseigner";68,63
32,93;112;41;73;60;2013;285700;73;"marie";"cap";"cdi";94081,01;0;"entreprise_privée_à_favoriser";96,27
32,99;84;29;58;24;2014;138900;57;"marie";"cap";"cdi";45823,11;0;"entreprise_privée_connue";83,85
32,99;5;27;2;24;2011;103919,2;1;"celibataire";"cap";"cdi";34282,94408;0;"entreprise_privée_à_favoriser";64,02
32,65;95;33;1;24;2012;116339;1;"marie";"cap";"cdi";37984,6835;0;"entreprise_privée_connue";87,97
32,83;95;33;26;24;2014;205283;25;"marie";"cap_rechargeable";"cdi";67394,4089;0;"entreprise_privée_connue";90,95
31,94;43;28;30;32;2013;152400;27;"celibataire";"cap";"cdi";48676,56;0;"entreprise_privée_connue";79,44
32,67;114;28;22;36;2013;180000;22;"marie";"cap";"cdi";58806;0;"entreprise_privée_connue";89,17
32,99;65;33;28;48;2012;184231,4;26;"marie";"cap";"cdi";60777,93886;0;"fonctionnaire";92,45
32,7;155;56;52;60;2012;344607,6;46;"marie";"cap_rechargeable";"cdi";112686,6852;0;"fonctionnaire";97,03
32,96;58;31;34;60;2011;244005,4;3;"concubinage";"cap";"cdi";80424,17984;0;"fonctionnaire";95,9
32,91;39;35;60;19;2014;384984;19;"marie";"cap";"cdd";126698,2344;0;"fonctionnaire";97,54
32,97;31;25;17;24;2011;96326,16;16;"celibataire";"cap";"cdi";31758,734952;0;"entreprise_privée_connue";41,88
23,73;268;52;265;36;2013;1500000;90;"marie";"cap_2";"cdi";355950;0;"entreprise_privée_connue";99,35
32,5;34;23;27;33;2013;110000;27;"celibataire";"cap";"cdi";35750;0;"entreprise_privée_connue";84,46
32,88;26;38;2;24;2011;126481,94;1;"marie";"cap";"cdi";41587,261872;0;"entreprise_privée_connue";66,67
32,551816425581;95;33;10;51;2017;236999,6;2;"marie";"cap";"cdi";77147,6747213613;0;"fonctionnaire";96,29
27,47;39;31;21;24;2011;9e+05;25;"celibataire";"cap_rechargeable";"cdi";247230;0;"entreprise_privée_à_renseigner";95,06
32,91;28;34;7;36;2011;100431;6;"marie";"cap";"cdi";33051,8421;0;"entreprise_privée_à_favoriser";82,52
27,51;49;42;23;24;2011;277000;22;"celibataire";"cap_rechargeable";"cdi";76202,7;0;"entreprise_privée_connue";91,97
32,6;10;34;3;24;2012;98729;3;"veuf(ve)";"cap";"cdi";32185,654;0;"entreprise_privée_connue";48,98
32,85;252;40;30;36;2014;150000;30;"celibataire";"cap_rechargeable";"cdi";49275;0;"entreprise_privée_connue";91,73
32,74;53;30;11;24;2012;102900;3;"marie";"cap_rechargeable";"cdi";33689,46;0;"entreprise_privée_connue";74,51
32,45;368;58;38;38;2011;519423,8;25;"concubinage";"cap_rechargeable";"cdi";168553,0231;0;"fonctionnaire";97,46
32,71;58;30;60;60;2013;660000;58;"celibataire";"cap_rechargeable";"cdi";215886;0;"entreprise_privée_à_favoriser";95,65
32,881419297822;17;34;10;24;2017;125000;0;"marie";"cap";"cdi";41101,7741222775;0;"entreprise_privée_connue";63,08
33;148;47;40;40;2013;450000;38;"marie";"cap_rechargeable";"cdi";148500;0;"entreprise_privée_connue";94
32,283537159242;65;36;32;24;2017;244480;25;"marie";"cap_rechargeable";"cdi";78926,7916469148;0;"entreprise_privée_connue";91,82
32,96;38;43;9;24;2011;90000;8;"marie";"cap";"cdi";29664;0;"entreprise_privée_connue";69,78
32,99;39;40;22;24;2012;3e+05;21;"marie";"cap_rechargeable";"cdi";98970;0;"entreprise_privée_à_renseigner";93
32,98;40;31;69;46;2011;458640;25;"marie";"cap_rechargeable";"cdi";151259,472;0;"entreprise_privée_connue";93,61
31,3;55;35;2;24;2011;137960;2;"marie";"cap";"cdi";43181,48;0;"entreprise_privée_connue";80,88
27,59;58;31;1;36;2011;662566;1;"marie";"cap";"cdi";182801,9594;0;"entreprise_privée_connue";84,76
32,87;63;35;38;36;2014;245000;38;"marie";"cap";"cdi";80531,5;0;"entreprise_privée_connue";93,22
32,77;9;26;10;24;2012;155000;10;"marie";"cap";"cdi";50793,5;0;"entreprise_privée_connue";78,89
32,78;26;38;5;24;2012;135000;4;"marie";"cap";"cdi";44253;0;"entreprise_privée_à_renseigner";86,57
32,97;301;55;13;37;2011;442899;9;"marie";"cap";"cdi";146023,8003;0;"fonctionnaire";97,56
32,99;243;52;76;36;2012;294032;31;"marie";"cap_rechargeable";"cdi";97001,1568;0;"entreprise_privée_à_renseigner";97,31
32,01;34;48;17;48;2011;201000;17;"marie";"cap_rechargeable";"cdi";64340,1;0;"entreprise_privée_connue";87,04
32,6;8;46;1;12;2011;130577;1;"veuf(ve)";"cap";"cdi";42568,102;1;"entreprise_privée_à_renseigner";63,59
32,448766795616;79;45;66;60;2017;270000;59;"marie";"cap";"cdi";87611,6703481632;0;"entreprise_privée_connue";95,19
32,34;50;56;32;36;2013;337373;30;"celibataire";"cap";"cdi";109106,4282;0;"fonctionnaire";95,69
32,96;77;39;56;36;2014;305200;53;"marie";"cap_rechargeable";"cdi";100593,92;0;"entreprise_privée_connue";92,78
32,870031723508;22;22;9;36;2017;205000;1;"marie";"cap";"cdi";67383,5650331914;1;"entreprise_privée_connue";78,9
32,97;46;31;33;36;2014;203584;33;"marie";"cap_rechargeable";"cdi";67121,6448;0;"entreprise_privée_connue";87,07
30,98;114;46;83;24;2012;796157;58;"marie";"cap";"cdi";246649,4386;0;"fonctionnaire";98,39
30,15;56;40;57;24;2012;1297092,35;57;"marie";"cap_rechargeable";"cdi";391073,343525;0;"entreprise_privée_à_favoriser";96,3
32,98;182;33;70;24;2014;190000;69;"marie";"cap";"cdi";62662;0;"entreprise_privée_à_renseigner";94,56
32,88;266;41;43;36;2013;175000;43;"celibataire";"cap_rechargeable";"cdi";57540;0;"entreprise_privée_connue";91,26
32,88;164;48;28;24;2013;130000;28;"marie";"cap";"cdi";42744;0;"entreprise_privée_à_renseigner";87,76
32,87;23;28;3;24;2012;3e+05;2;"marie";"cap";"cdi";98610;0;"entreprise_privée_connue";80,27
31,32;112;42;117;24;2013;1560000;116;"marie";"cap";"cdi";488592;0;"entreprise_privée_à_favoriser";99,03
32,51;74;40;30;24;2012;94350;28;"marie";"cap";"cdi";30673,185;0;"entreprise_privée_à_renseigner";90,78
26,75;23;37;23;36;2012;395703,42;22;"marie";"cap";"cdi";105850,66485;0;"entreprise_privée_à_favoriser";92,67
30,18;104;46;65;60;2011;644658;25;"celibataire";"cap";"cdi";194557,7844;0;"fonctionnaire";97,68
32,68;76;56;72;25;2012;650000;72;"concubinage";"cap";"cdi";212420;0;"entreprise_privée_à_favoriser";97,45
32,99;119;54;69;24;2014;295000;69;"marie";"cap_rechargeable";"cdi";97320,5;0;"entreprise_privée_à_renseigner";95,33
32,69;133;50;27;12;2013;171976;25;"marie";"cap";"cdi";56218,9544;0;"fonctionnaire";87,82
31,15;54;37;5;24;2011;97104;2;"marie";"cap";"cdi";30247,896;1;"entreprise_privée_connue";64,75
28,86;100;43;21;48;2014;467000;18;"marie";"cap";"cdi";134776,2;0;"fonctionnaire";96,49
32,83;26;34;17;24;2014;126211;17;"celibataire";"cap";"cdi";41435,0713;0;"entreprise_privée_connue";80,01
30,07;31;36;21;24;2014;246100;18;"celibataire";"cap";"cdi";74002,27;0;"entreprise_privée_connue";89,72
32,01;59;35;66;36;2011;373477,85;66;"marie";"cap_rechargeable";"cdi";119550,259785;0;"entreprise_privée_connue";94,33
32,97;31;31;30;24;2014;254300;30;"celibataire";"cap";"cdi";83842,71;0;"entreprise_privée_connue";89,8
32,35;442;64;254;21;2012;1194869,04;252;"marie";"cap_rechargeable";"cdi";386540,13444;0;"fonctionnaire";98,57
30,32;126;37;69;24;2013;204000;69;"celibataire";"cap";"cdi";61852,8;0;"entreprise_privée_à_renseigner";93,64
32,91;62;41;29;24;2011;230000;29;"marie";"cap_rechargeable";"cdi";75693;0;"entreprise_privée_connue";90
32,972495983038;23;31;20;6;2017;355050,6;0;"marie";"cap_rechargeable";"cdd";117069,044822752;0;"fonctionnaire";93,1
32,64;12;28;4;18;2012;966300;4;"celibataire";"cap";"cdd";315400,32;0;"entreprise_privée_à_renseigner";94,4
32,99;105;45;83;47;2012;180000;83;"marie";"cap_rechargeable";"cdi";59382;0;"entreprise_privée_connue";92,84
31,05;190;55;115;36;2013;541129;122;"concubinage";"cap_2";"cdi";168020,5545;0;"entreprise_privée_à_favoriser";98,65
31,22;33;36;127;19;2013;1542000;33;"concubinage";"cap";"cdi";481412,4;0;"entreprise_privée_à_favoriser";99,24
32,864355717403;49;41;43;60;2017;306351;35;"marie";"cap_rechargeable";"cdi";100680,282383821;0;"fonctionnaire";97,22
32,99;474;58;51;12;2013;449086,5;50;"marie";"cap";"cdi";148153,63635;0;"entreprise_privée_connue";95,85
32,96;108;32;107;24;2014;166300;66;"concubinage";"cap";"cdi";54812,48;0;"entreprise_privée_à_renseigner";89,88
32,95;32;38;23;24;2013;134300;23;"marie";"cap";"cdi";44251,85;0;"entreprise_privée_à_favoriser";85,97
32,86;35;38;26;24;2014;182100;25;"marie";"cap_rechargeable";"cdi";59838,06;0;"entreprise_privée_connue";85,61
32,9;347;57;36;45;2012;452955,6;34;"marie";"cap_rechargeable";"cdi";149022,3924;0;"fonctionnaire";97,31
32,99;167;40;11;24;2014;159948;8;"marie";"cap";"cdi";52766,8452;0;"entreprise_privée_connue";92,51
32,66;53;34;25;24;2014;227916;25;"concubinage";"cap_rechargeable";"cdi";74437,3656;0;"entreprise_privée_connue";89,18
22,9;15;31;83;12;2012;8e+05;83;"celibataire";"cap";"cdi";183200;0;"entreprise_privée_à_favoriser";95,67
32,93;113;41;70;36;2014;2e+05;32;"marie";"cap_rechargeable";"cdi";65860;0;"entreprise_privée_connue";93,77
32,98;29;29;27;24;2014;170000;26;"marie";"cap";"cdi";56066;0;"entreprise_privée_à_renseigner";89,86
32,554237626105;60;29;88;24;2017;257600;52;"concubinage";"cap_rechargeable";"cdi";83859,7161248465;0;"entreprise_privée_à_renseigner";97,53
32,55;115;55;42;41;2013;343052,6;40;"marie";"cap_rechargeable";"cdi";111663,6213;0;"fonctionnaire";97,27
32,98;34;34;75;60;2014;951200;34;"marie";"cap_2";"cdi";313705,76;0;"entreprise_privée_à_favoriser";97,19
32,84;16;31;9;24;2011;107449,9;6;"celibataire";"cap";"cdi";35286,54716;0;"entreprise_privée_connue";68,21
32,63;170;43;4;24;2012;117135;4;"marie";"cap";"cdi";38221,1505;0;"entreprise_privée_connue";91,07
32,77;29;28;28;24;2014;399000;28;"marie";"cap_rechargeable";"cdi";130752,3;0;"entreprise_privée_connue";90,12
32,92;36;26;51;7;2013;435000;25;"celibataire";"cap";"cdd";143202;0;"fonctionnaire";97,29
33;52;30;17;36;2014;122838;17;"veuf(ve)";"cap";"cdi";40536,54;0;"entreprise_privée_connue";82,1
28,7;105;52;89;48;2014;339244;65;"concubinage";"cap_rechargeable";"cdi";97363,028;0;"fonctionnaire";98,42
32,81;40;37;4;18;2012;120000;3;"marie";"cap";"cdi";39372;1;"entreprise_privée_à_renseigner";87,82
32,82;128;30;56;24;2013;170100;56;"marie";"cap_rechargeable";"cdi";55826,82;0;"entreprise_privée_à_favoriser";88,79
32,97;82;32;25;24;2013;180000;24;"marie";"cap_rechargeable";"cdi";59346;0;"entreprise_privée_à_renseigner";92,43
32,38;109;33;67;48;2011;312884;66;"marie";"cap";"cdi";101311,8392;0;"entreprise_privée_connue";95,61
31,99;323;56;226;6;2014;1737000;186;"marie";"cap";"cdi";555666,3;0;"fonctionnaire";99,55
32,81;72;55;2;24;2011;105000;1;"marie";"cap";"cdi";34450,5;0;"entreprise_privée_à_renseigner";90,08
32,79;5;21;4;24;2012;102000;4;"celibataire";"cap";"cdi";33445,8;0;"entreprise_privée_connue";70,7
30,3;45;55;44;20;2012;950000;44;"marie";"cap_rechargeable";"cdi";287850;0;"entreprise_privée_à_favoriser";97,4
32,99;131;37;22;60;2012;467619,2;22;"marie";"cap_rechargeable";"cdi";154267,57408;1;"fonctionnaire";95,19
32,97;142;47;12;36;2014;155000;12;"marie";"cap";"cdi";51103,5;0;"entreprise_privée_connue";92,18
32,51;66;36;37;60;2011;325365,6;25;"marie";"cap_rechargeable";"cdi";105776,35656;0;"fonctionnaire";95,99
32,97;77;35;71;24;2014;1182000;66;"concubinage";"cap_rechargeable";"cdi";389705,4;0;"entreprise_privée_connue";97,1
30,915932303413;26;29;48;12;2017;6e+05;16;"marie";"cap";"cdi";185495,593820478;0;"entreprise_privée_à_renseigner";96,29
32,42;56;33;41;36;2013;265982;41;"marie";"cap_rechargeable";"cdi";86231,3644;0;"entreprise_privée_connue";93,36
28,49;76;34;118;60;2013;7e+05;90;"divorce";"cap_rechargeable";"cdi";199430;0;"entreprise_privée_à_favoriser";98,98
32,972278233239;12;24;9;48;2017;235000;4;"marie";"cap";"cdi";77484,8538481117;0;"entreprise_privée_connue";75,96
32,41;107;47;4;24;2012;180000;3;"marie";"cap";"cdi";58338;0;"entreprise_privée_à_renseigner";91,29
32,952160741697;11;25;10;24;2017;262800;3;"celibataire";"cap";"cdi";86598,2784291797;0;"entreprise_privée_connue";81,4
32,93;127;38;24;18;2013;171805,05;23;"marie";"cap";"cdi";56575,402965;0;"entreprise_privée_à_renseigner";92,19
32,93;90;41;24;24;2014;2e+05;23;"marie";"cap_rechargeable";"cdi";65860;0;"entreprise_privée_à_renseigner";93,53
27,13;51;33;26;36;2013;648598,4;25;"marie";"cap";"cdi";175964,74592;0;"fonctionnaire";97,22
32,95;93;30;84;60;2013;304100;78;"concubinage";"cap_rechargeable";"cdi";100200,95;0;"entreprise_privée_à_favoriser";97,5
32,97;118;29;26;24;2014;212016;26;"marie";"cap_rechargeable";"cdi";69901,6752;0;"entreprise_privée_connue";90,58
32,97;35;55;34;12;2014;224796;34;"marie";"cap";"cdd";74115,2412;0;"entreprise_privée_à_renseigner";91,91
32,6;56;47;2;24;2011;120000;1;"marie";"cap";"cdi";39120;0;"entreprise_privée_connue";81,09
32,94;108;36;27;24;2013;149600;27;"marie";"cap";"cdi";49278,24;0;"entreprise_privée_connue";89,43
30,43;44;37;44;7;2014;773519;41;"marie";"cap_rechargeable";"cdi";235381,8317;0;"fonctionnaire";98,24
29,46;51;34;41;25;2014;961368,2;39;"celibataire";"cap";"cdi";283219,07172;0;"fonctionnaire";97,68
32,3;121;29;26;24;2013;163458;25;"marie";"cap_rechargeable";"cdi";52796,934;1;"entreprise_privée_à_renseigner";92,32
32,825638315404;48;35;8;24;2017;595300;2;"marie";"cap";"cdi";195411,0248916;0;"entreprise_privée_à_renseigner";95,38
25,81;31;21;31;18;2013;198450;30;"celibataire";"cap";"cdi";51219,945;0;"entreprise_privée_connue";83,37
32,209135482618;41;33;40;16;2017;410000;32;"celibataire";"cap";"cdi";132057,455478734;0;"entreprise_privée_à_renseigner";93,63
32,89;47;32;42;24;2011;150000;42;"celibataire";"cap";"cdi";49335;1;"entreprise_privée_connue";79,06
32,65;115;36;2;18;2012;204776;1;"marie";"cap";"cdi";66859,364;0;"entreprise_privée_à_renseigner";89,22
32,280947765699;42;30;45;30;2017;1175945;0;"marie";"cap";"cdi";379606,191203349;0;"entreprise_privée_à_renseigner";94,39
18,93;29;30;69;29;2014;3196000;29;"celibataire";"cap";"cdi";605002,8;0;"entreprise_privée_à_favoriser";96,87
